Codigo,Descripcion,Cupo,Watts,Industrial,Refrigerado,Pesable
53591,KRYZPO NAC 14*130 MERKEN,0.08,0,0,0,0
1003054,MAYONESA DELI KRAFT 18*170 GRS,0.08,0,0,0,0
53574,KRYZPO 8X6X37 PIZZA,0.08,0,0,0,0
26029,SER.CLASICA COCKT 60PAQ DE 50HS,0.08,0,0,0,0
30001471,MANTEQUILLA LAS PARCELAS 20X250,0.03,1,0,1,0
30001461,QUESO SAN RAFAEL P3,0.05,1,0,1,1
30001376,FULL PROTEIN LONCO CHOCOLATE 18X250,0.03,1,0,0,0
30001413,BONMOMENT DOUBLE SHOT 18X200,0.03,1,0,0,0
30001415,BONMOMENT MOCACCINO 18X200,0.03,1,0,0,0
30001419,BONMOMENT CARAMEL 18X200,0.03,1,0,0,0
30001437,NEC W SELECCIÓN PAPAYA 6X1.75LT,0.03,1,0,0,0
57928,ZUKO NAC 16(10X20) LIMÓN DULCE CN,0.08,0,0,0,0
57958,ZUKO NAC 16(10X20) MANGO CN,0.08,0,0,0,0
57960,ZUKO NAC 16(10X20) MELON TUNA CN,0.08,0,0,0,0
16002713,ACOND MAQUI &ACAI DP 10*900,0.08,0,0,0,0
16002807,SHAM LARGO INCREI DP 10*900,0.08,0,0,0,0
16002810,ACOND LARGO INCREI DP 10*900,0.08,0,0,0,0
16002896,ACOND ONDA Y RIZO DP 10*900,0.08,0,0,0,0
16002963,SHAM CARBON DP 10*900,0.08,0,0,0,0
16002964,ACOND CARBON DP 10*900,0.08,0,0,0,0
57952,ZUKO NAC 16(10X20) PIÑA CN,0.08,0,0,0,0
57953,ZUKO NAC 16(10X20) DURAZNO CN,0.08,0,0,0,0
57955,ZUKO NAC 16(10X20) MANZANA CN,0.08,0,0,0,0
57956,ZUKO NAC 16(10X20) NARANJA PLÁTANO CN,0.08,0,0,0,0
1003390,MULTIUSOS VIRGINIA D/P 10X400 ML,0.08,0,0,0,0
30001408,LECHE POLVO SUPER CALO 20X850GR,0.03,1,0,0,0
30001409,LECHE POLVO CALO 26% INST 20X850GR,0.03,1,0,0,0
57929,ZUKO NAC 16(10X20) HUESILLO CN,0.08,0,0,0,0
55646,MUIBON ALMENDRAS 18X120 CAJA,0.08,0,0,0,0
114,BON1 UN CRUCINA PANADERA 10X1 (30000114),0,1,1,1,0
57954,ZUKO NAC 16(10X20) FRUTILLA CN,0.08,0,0,0,0
30001401,MARGARINA CALO 12X450 GRS,0.03,1,0,1,0
57951,ZUKO NAC 16(10X20) NARANJA CN,0.08,0,0,0,0
1002836,LUSTRAMUEBLES VIRGINIA VAI 12*250 ML,0.08,0,0,0,0
50061,GOLD CAFÉ 24X170 GRS,0.08,0,0,0,0
472,BON 1 UN LECHE LONCO ALMENDRA 30000472,0,1,0,0,0
57957,ZUKO NAC 16(10X20) DAMASCO CN,0.08,0,0,0,0
22699,MOSTACHOLI 5 KILOS(22699),0.08,0,0,0,0
18484,CORBATITAS 30*400(18484),0.08,0,0,0,0
30001478,LONCO VEGETAL COCO NAT END 24X140,0.03,1,0,1,0
30001473,CULT LONCO PROTEIN VAINILLA 6X900,0.03,1,0,1,0
30001483,YOG DAN L&F SKYR BERRIES 12X140,0.03,1,0,1,0
30001484,YOG DAN L&F SKYR DURAZNO 12X140,0.03,1,0,1,0
30001474,CULT LONCO PROTEIN BERRIES 6X900,0.03,1,0,1,0
50004,GOLD NAC 12X100 GRS PREMIER FRAS.CHOCOLA,0.08,0,0,0,0
50182,GOLD STICK 10 (96X1.8) CAJA,0.08,0,0,0,0
50310,GOLD NAC 24(8X15)COOKIES&CREAM,0.08,0,0,0,0
50311,GOLD NAC 24(8X15)DULCE DE LECHE,0.08,0,0,0,0
50000,GOLD NAC 12X170 GRS PREMIER FRASCO,0.08,0,0,0,0
359,BON 1 UN CREMA TRES LECHES CALO 30000359,0,1,1,0,0
50001,GOLD NAC 12X100 GRS PREMIER FRASCO,0.08,0,0,0,0
50002,GOLD NAC 24X50 GRS PREMIER FRASCO,0.08,0,0,0,0
50006,GOLD NAC 12X100 GRS PREMIER FRAS.VAINILL,0.08,0,0,0,0
304,BON 1 GAUDA CALO P3 30000304,0,1,0,1,1
543,BON1 BE VEGETAL LCO AVENA 6X1 (30000543),0,1,0,0,0
102,BON 1 UN CONDESA HOJA VEG 10X2 30000102,0,1,1,1,0
3001001401,AJI COLOR PIMENTON PACK 10*10*15 GRS,0.08,0,0,0,0
3001001404,ALIÑO COMPLETO PACK 10*10*15 GRS,0.08,0,0,0,0
3001001407,BICARBONATO PACK SURCO 10*10*30 GRS,0.08,0,0,0,0
3001001409,CANELA ENTERA SURCO PACK 10*10*15 GRS,0.08,0,0,0,0
3001001413,COMINO MOLIDO PACK SURCO 10*10*15 GRS,0.08,0,0,0,0
3001001423,PIMIENTA NEGRA MOLIDA PACK 10*10*15 GRS,0.08,0,0,0,0
3001001438,PIMIENTA BLANCA MOLIDA PACK 10*10*15 GRS,0.08,0,0,0,0
3001006303,ALMIDON DE MAIZ CAMPINO 6*10*100 GRS,0.08,0,0,0,0
3001001403,AJO EN POLVO SURCO PACK 10*10*8 GRS,0.08,0,0,0,0
3707,SALSA TOM.LUCCHETTI NATURAL 24*200,0.08,0,0,0,0
1008769,ESPONJA CALZADO VIRG.A/B NEU 18X1,0.08,0,0,0,0
3001001402,AJI MERKEN PACK SURCO 10*10*15 GRS,0.08,0,0,0,0
1413,BON 1 UN BONMOMENT DOU SHOT200 30001413,0,1,0,0,0
1419,BON 1 UN BONMOMENT CARA 18X200 30001419,0,1,0,0,0
128,BON 1 UN CRUCI SABOR PLUS 10*1 30000128,0,1,1,1,0
3001001454,OREGANO ENTERO DISPLAY 4*10*20 GRS,0.08,0,0,0,0
30001479,POUCH WATT´S PERA 36X90GR,0.03,1,0,0,0
30001480,POUCH WATT´S MULTIFRUTAS 36X90GR,0.03,1,0,0,0
30001481,POUCH WATT´S DURAZNO 36X90GR,0.03,1,0,0,0
30001482,POUCH WATT´S MANZANA 36X90GR,0.03,1,0,0,0
26053,TOALLA FAV HOGAR MINI 10HD 8X3*10 MTS,0.08,0,0,0,0
150,VENCIDO POLVOS ROYAL 8*16*30,0,0,0,0,0
1002941,MOSTAZA DP HEINZ 12X350 GR,0.08,0,0,0,0
98,PIZARRAS SAN RAFAEL,0,1,0,0,0
99,EXHIBIDOR CREMA LONCO,0,0,0,0,0
350,BON 1 CREMA PASTEURI CALO 6*1 (30000350),0,1,1,1,0
30001402,MARGARINA CALO LIGHT 12X450GR,0.03,1,0,1,0
538,BON 1UN PREP HEL CHOC BOLSA 1X10 (538),0,1,1,1,0
55647,MUIBON ALMENDRAS 6*12*25 GRS,0.08,0,0,0,0
1447,BON 1UN MARG DOÑA JUANITA 12X1(30001447),0,1,1,1,0
55670,GALLETA MUIBON CHOCTELLA 24X90 GRS,0.08,0,0,0,0
55671,GALLETA MUIBON CHOC MALVA 24X81 GRS,0.08,0,0,0,0
55660,GALLETA MUIBON CHOCO TWIST PACK 20(8*40),0.08,0,0,0,0
55669,GALLETA MUIBON CHOC SANDWICH 24*125,0.08,0,0,0,0
55661,GALLETA MUIBON CHOC TWIST 24X153GRS,0.08,0,0,0,0
1006079,PASTILLAS ESTANQUE IGENIX AZUL 3X12*48,0.08,0,0,0,0
1009705,IGENIX DETER. DILUIDO 4X3 LTS MAQ,0.08,0,0,0,0
1009347,JABON LIQ ANT.AVENA DP 10X900 DT-70,0.08,0,0,0,0
30001511,QUESO SAN RAFAEL ESCALONADO 16*133,0.03,1,0,1,0
30001485,ALIMENTO LIQUIDO ALMENDRA NATURAL 12X1LT,0.03,1,0,0,0
105,BON 1 UN BATERKRIM VEG 20X1 30000105,0,1,1,1,0
391,BON 1 UN ALIM. SOYA CHOCO 12X1 30000391,0,1,0,0,0
22070,LUCHE P.PRONTA MACARONI&C (20),0.08,0,0,0,0
22073,LUCHE.P.PRONTA CARACOL AL (20),0.08,0,0,0,0
1002829,LUSTRAMUEBLES VIRGINIA LAV 12*250 ML,0.08,0,0,0,0
30001486,JUGO 100% FRUTA LV WATTS NRJA 30X200ML,0.03,1,0,0,0
30001487,JUGO 100% FRUTA LV WATTS MZNA 30X200ML,0.03,1,0,0,0
